**** Molotov v1.6. Happy breaking! ****
Loading extension 'bzt.resources.molotov_ext'
Preparing 10 workers...
OK
SUCCESSES: 0 | FAILURES: 0 | WORKERS: 0
SUCCESSES: 0 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 0 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 0 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 0 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 33 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 33 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 35 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 36 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 36 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 37 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 38 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 39 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 40 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 40 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 41 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 41 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 42 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 43 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 44 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 44 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 46 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 47 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 48 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 49 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 49 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 50 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 51 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 51 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 52 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 53 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 53 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 54 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 55 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 57 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 58 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 59 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 59 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 61 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 62 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 62 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 63 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 63 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 64 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 65 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 66 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 67 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 67 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 68 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 69 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 70 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 70 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 71 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 72 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 73 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 74 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 75 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 76 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 77 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 78 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 79 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 80 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 81 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 82 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 83 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 84 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 86 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 86 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 88 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 88 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 89 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 90 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 90 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 91 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 91 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 92 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 93 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 94 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 95 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 96 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 97 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 97 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 98 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 99 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 99 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 100 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 101 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 102 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 103 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 103 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 104 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 105 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 105 | FAILURES: 0 | WORKERS: 1
SUCCESSES: 106 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 107 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 108 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 108 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 109 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 110 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 112 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 113 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 114 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 116 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 117 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 119 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 120 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 121 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 121 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 123 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 125 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 126 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 128 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 130 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 132 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 133 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 135 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 136 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 138 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 140 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 143 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 145 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 146 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 146 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 150 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 151 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 153 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 153 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 154 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 155 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 156 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 158 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 160 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 162 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 164 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 166 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 167 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 169 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 171 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 173 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 175 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 176 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 178 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 180 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 180 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 182 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 184 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 186 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 188 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 190 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 191 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 194 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 197 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 199 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 200 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 202 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 203 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 204 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 204 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 205 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 207 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 209 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 211 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 212 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 214 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 216 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 218 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 219 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 221 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 223 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 225 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 227 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 230 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 230 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 231 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 232 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 233 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 235 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 236 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 240 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 242 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 244 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 244 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 246 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 248 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 250 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 250 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 252 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 254 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 256 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 259 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 261 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 263 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 265 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 266 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 268 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 269 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 271 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 273 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 274 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 274 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 276 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 276 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 278 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 280 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 281 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 282 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 283 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 285 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 286 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 289 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 290 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 293 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 295 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 297 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 297 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 299 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 301 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 303 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 304 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 306 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 308 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 310 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 312 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 313 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 314 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 315 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 317 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 318 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 318 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 319 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 321 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 323 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 325 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 327 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 328 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 329 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 331 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 332 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 334 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 336 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 337 | FAILURES: 0 | WORKERS: 2
SUCCESSES: 338 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 340 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 341 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 343 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 343 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 346 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 347 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 349 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 352 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 354 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 356 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 358 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 360 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 360 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 363 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 367 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 368 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 371 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 373 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 375 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 378 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 380 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 382 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 384 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 385 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 387 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 389 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 392 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 395 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 397 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 400 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 403 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 406 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 408 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 411 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 414 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 417 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 419 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 422 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 424 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 428 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 429 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 431 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 433 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 436 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 438 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 440 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 443 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 446 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 448 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 451 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 454 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 456 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 457 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 460 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 461 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 465 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 467 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 469 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 472 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 475 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 478 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 481 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 482 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 484 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 487 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 488 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 489 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 491 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 495 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 497 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 499 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 501 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 503 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 506 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 508 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 512 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 515 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 518 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 518 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 519 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 521 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 523 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 524 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 525 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 527 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 527 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 529 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 530 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 532 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 534 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 535 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 537 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 537 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 540 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 541 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 543 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 545 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 546 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 548 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 549 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 549 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 553 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 553 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 554 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 555 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 557 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 557 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 559 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 562 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 563 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 565 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 567 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 568 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 569 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 571 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 573 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 575 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 577 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 577 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 580 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 580 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 582 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 584 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 585 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 588 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 591 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 593 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 596 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 597 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 599 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 600 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 602 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 602 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 603 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 605 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 605 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 608 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 609 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 610 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 612 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 612 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 614 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 614 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 616 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 616 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 618 | FAILURES: 0 | WORKERS: 3
SUCCESSES: 618 | FAILURES: 0 | WORKERS: 4
SUCCESSES: 620 | FAILURES: 0 | WORKERS: 4
